id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
630,0,27,1,15,0,1,0,28171,152,213,0
631,1,21,1,26,1,1,0,15945,160,160,0
632,0,22,1,40,1,1,0,32851,152,234,0
633,0,22,1,14,1,1,0,37508,152,260,0
634,0,44,1,40,0,0,1,36790,26,266,0
635,1,21,1,4,0,1,1,22577,152,204,0
636,1,36,1,46,0,0,1,20819,26,137,0
637,1,24,1,28,1,1,0,55467,152,84,0
638,0,53,1,8,0,0,1,60483,7,30,0
639,1,52,1,28,1,0,0,35031,26,88,0
640,1,23,1,35,1,1,0,34056,152,233,0
641,0,49,1,48,1,0,0,2630,26,245,0
642,0,23,1,29,1,1,0,27636,152,145,0
643,0,23,1,41,1,1,0,44043,152,65,0
644,1,40,1,28,0,0,0,32854,122,149,0
645,1,23,1,15,1,1,0,29541,152,258,0
646,0,21,1,36,1,1,0,30389,152,27,0
647,1,30,1,28,0,0,1,2630,157,298,0
648,1,57,1,46,1,0,0,2630,26,166,0
649,1,55,1,28,1,0,0,67745,124,93,0
650,1,50,1,4,0,0,1,26821,26,296,0
651,0,44,1,28,0,0,1,26567,26,215,0
652,1,25,1,28,0,1,1,41654,26,233,0
653,1,43,1,23,0,0,1,29155,154,277,0
654,1,24,1,41,1,1,0,24773,152,277,0
656,1,23,1,44,0,1,1,29267,152,41,0
657,1,53,1,13,0,0,1,2630,26,90,0
658,1,23,1,46,1,0,1,2630,156,234,0
659,1,24,1,36,1,1,0,36975,152,88,0
660,0,24,1,28,0,1,1,32681,152,116,0
661,1,60,1,28,0,0,1,68548,26,298,0
663,1,29,1,28,1,1,0,25850,152,125,0
664,0,21,1,46,1,1,0,41238,152,195,0
665,1,25,1,14,1,1,0,39723,152,278,0
666,0,45,1,35,1,0,0,52448,26,105,0
667,0,22,1,47,1,1,0,24233,152,231,0
668,1,55,1,17,1,0,0,36693,26,212,0
670,0,23,1,28,1,1,0,49577,152,55,0
671,1,26,1,47,1,1,0,33045,152,188,0
672,1,68,1,28,0,0,1,45626,26,68,0
673,0,63,1,28,0,0,1,2630,26,172,0
674,1,27,1,36,1,1,0,32286,152,75,0
676,0,48,1,28,1,0,0,45148,124,240,0
677,0,35,1,35,0,0,1,37646,26,198,0
678,1,71,1,28,1,0,0,33685,122,10,0
680,1,53,1,29,0,0,1,2630,156,141,0
681,1,22,1,41,1,1,0,31827,152,69,0
682,0,67,1,41,0,0,1,31554,124,30,0
683,0,76,1,28,1,0,0,37753,124,38,0
684,0,47,1,30,0,0,1,2630,154,227,0
685,1,36,1,35,0,0,1,25017,124,203,0
686,1,46,1,28,0,0,1,31663,26,235,0
687,0,35,1,3,0,0,0,2630,26,43,0
688,0,66,1,8,0,0,0,48089,7,205,0
690,0,23,1,41,1,1,0,33860,152,217,0
691,1,44,1,28,0,0,0,50633,124,103,0
692,0,22,1,11,0,1,1,35557,152,110,0
693,0,28,1,11,1,1,0,2630,152,101,0
694,0,38,1,46,0,0,1,2630,157,83,0
695,0,48,1,10,0,0,1,39818,26,180,0
696,1,41,1,28,0,0,1,49845,124,168,0
697,0,31,1,8,1,1,0,41106,152,37,0
698,1,42,1,8,1,0,0,2630,26,193,0
699,1,48,1,41,1,0,0,2630,124,18,0
700,1,42,1,28,0,0,1,2630,122,235,0
701,0,24,1,47,1,1,0,35665,152,174,0
702,1,76,1,3,1,0,0,28290,26,146,0
704,0,25,1,28,1,1,0,34410,152,219,0
705,1,43,1,28,0,0,1,26259,124,116,0
707,0,24,1,11,1,1,0,32803,152,239,0
708,1,46,1,8,0,0,0,35183,155,68,0
709,0,45,1,28,1,0,0,28586,124,129,0
710,1,24,1,49,1,1,0,19613,152,167,0
711,0,46,1,0,0,0,1,2630,47,292,0
712,0,33,1,28,0,0,1,28188,122,257,0
713,1,23,1,18,1,1,0,18086,152,139,0
714,1,38,1,39,0,0,1,2630,127,244,0
716,0,26,1,46,1,1,0,30380,152,268,0
718,1,23,1,29,0,1,1,28070,153,136,0
720,1,40,1,8,0,0,1,71479,124,107,0
721,1,24,1,10,1,1,0,31953,152,83,0
722,1,39,1,18,0,0,1,43177,124,12,0
723,0,42,1,28,1,0,0,61279,26,224,0
724,0,76,1,29,1,0,0,48834,26,54,0
725,0,31,1,10,1,1,0,30459,152,295,0
726,0,21,1,15,0,1,1,31946,152,216,0
727,1,48,1,37,1,0,0,22242,26,283,0
728,0,23,1,27,0,1,0,27629,152,228,0
729,1,28,1,9,1,1,0,34010,152,145,0
730,0,43,1,28,0,0,1,41103,26,258,0
731,1,35,1,28,0,0,1,33273,122,255,0
732,0,35,1,28,0,0,1,39339,124,170,0
734,0,24,1,33,1,1,1,31546,152,268,0
736,0,69,1,28,0,0,1,48756,124,285,0
737,0,24,1,37,0,1,1,49007,152,115,0
738,1,29,1,8,1,1,0,46278,152,69,0
740,1,70,1,28,1,0,0,36785,13,211,0
741,1,50,1,8,0,0,1,2630,26,276,0
742,1,29,1,18,1,1,0,36528,152,270,0
743,1,23,1,28,1,1,0,42463,152,160,0
744,1,20,1,39,1,1,0,31515,160,167,0
745,1,29,1,4,1,1,0,23080,152,103,0
746,0,68,1,47,1,0,0,25075,26,108,0
747,1,25,1,27,0,1,1,27136,152,155,0
748,1,48,1,28,0,0,1,31502,26,125,0
750,1,44,1,28,1,0,1,33844,26,81,0
752,1,53,1,30,1,0,0,2630,26,208,0
753,1,24,1,7,0,1,0,32560,152,291,0
754,1,61,1,3,0,0,1,27238,30,206,0
755,0,33,1,28,0,1,1,43563,154,240,0
756,0,49,1,8,0,2,1,40190,124,209,0
757,0,53,1,33,0,0,1,47367,124,254,0
758,1,46,1,36,1,0,0,37565,26,18,0
759,0,44,1,28,0,0,1,42376,124,298,0
760,1,25,1,32,1,1,0,2630,160,114,0
761,1,26,1,15,0,1,0,44116,152,125,0
763,0,48,1,3,0,0,1,28795,124,286,0
764,0,35,1,28,0,0,1,22773,124,193,0
765,1,59,1,28,0,0,1,2630,156,245,0
766,0,23,1,33,1,1,0,22900,152,24,0
768,0,72,1,28,1,0,0,65452,26,38,0
769,0,44,1,41,0,0,1,41968,124,222,0
770,1,30,1,8,1,1,0,45553,160,295,0
771,0,31,1,28,1,0,0,34827,124,71,0
772,1,48,1,8,1,0,0,39109,78,51,0
773,0,33,1,18,1,1,0,33981,152,248,0
774,0,21,1,3,1,1,0,31286,152,286,0
776,1,52,1,3,0,0,0,29058,26,198,0
777,1,44,1,35,0,0,0,2630,89,88,0
778,1,20,1,13,0,1,1,2630,160,222,0
779,1,23,1,28,0,1,1,40765,152,144,0
780,0,24,1,37,0,1,1,21408,160,202,0
781,1,45,1,28,1,0,0,36212,124,82,0
782,1,77,1,28,1,0,0,33249,122,267,0
783,0,23,1,30,1,1,0,26275,152,108,0
784,1,24,1,8,1,1,0,33265,152,57,0
785,0,37,1,33,0,0,0,41890,124,167,0
786,1,40,1,8,0,0,1,31043,124,279,0
787,1,65,1,48,0,0,1,2630,26,90,0
788,0,54,1,41,1,0,0,19700,26,39,0
789,1,33,1,28,0,0,1,43580,26,37,0
791,1,20,1,8,1,1,0,44400,160,275,0
792,0,20,1,2,1,1,1,31207,160,195,0
793,1,24,1,8,0,1,0,2630,152,12,0
795,1,71,1,16,0,0,1,2630,26,134,0
796,0,23,1,43,0,1,1,46257,152,215,0
797,1,26,1,27,1,1,0,49625,152,151,0
798,0,27,1,25,1,1,0,29214,152,46,0
799,0,23,1,8,1,1,0,50423,152,73,0
800,1,45,1,28,1,0,0,29055,124,279,0
801,1,26,1,14,1,1,0,24354,151,171,0
802,1,23,1,28,1,1,0,57911,152,34,0
803,0,29,1,15,1,1,0,37098,152,185,0
804,0,45,1,28,1,0,0,2630,32,214,0
805,0,26,1,28,1,1,1,42200,26,251,0
808,0,21,1,36,1,1,0,32204,160,221,0
809,0,24,1,3,1,1,1,29376,160,112,0
810,0,24,1,8,1,1,0,58326,152,96,0
811,1,22,1,2,1,1,0,34772,152,105,0
812,0,25,1,37,0,1,1,47183,152,204,0
813,0,54,1,50,1,0,0,32573,154,153,0
815,0,26,1,28,1,1,0,38448,152,216,0
816,0,22,1,33,1,1,0,38214,152,21,0
817,0,36,1,28,1,0,0,2630,125,232,0
818,0,59,1,8,0,0,1,80682,124,280,0
819,0,23,1,39,1,1,0,50821,152,201,0
820,0,67,1,41,0,0,1,40821,124,73,0
821,0,41,1,38,0,0,1,30438,124,299,0
822,1,25,1,11,1,1,0,18009,160,87,0
823,0,46,1,28,0,0,1,30184,124,110,0
824,0,23,1,14,0,1,1,27404,152,293,0
825,0,26,1,9,1,1,0,37801,152,121,0
826,0,37,1,35,0,0,0,2630,26,71,0
827,1,66,1,50,1,0,0,38590,8,76,0
828,0,33,1,13,0,0,0,38411,124,176,0
829,0,25,1,28,1,1,0,29046,152,134,0
830,1,23,1,29,1,1,0,36838,152,182,0
831,1,56,1,28,1,0,0,48462,124,22,0
832,0,41,1,35,0,0,1,30495,10,136,0
833,1,20,1,30,0,1,0,25497,160,11,0
835,1,66,1,41,0,0,1,47749,26,144,0
836,0,25,1,18,1,1,0,25162,152,155,0
837,0,29,1,33,1,1,0,52537,152,291,0
838,1,25,1,8,1,1,0,2630,152,16,0
839,1,52,1,8,0,0,1,54581,26,234,0
840,1,77,1,28,0,2,1,60083,26,191,0
841,1,21,1,8,0,1,1,66657,152,59,0
842,0,24,1,17,1,1,0,28385,152,164,0
843,0,24,1,37,0,1,0,47282,152,65,0
844,1,39,1,28,1,0,0,38452,8,230,0
845,1,44,1,17,0,0,1,37272,124,231,0
848,1,49,1,46,1,0,0,2630,26,226,0
849,0,24,1,41,1,1,0,39342,152,27,0
850,1,53,1,8,1,0,0,44895,124,240,0
851,0,67,1,50,0,0,1,32592,120,101,0
854,1,57,1,28,0,0,1,67533,26,269,0
855,0,30,1,28,1,1,0,28647,152,190,0
856,0,28,1,4,0,0,1,2630,157,63,0
857,0,22,1,15,0,1,1,37932,152,293,0
858,1,36,1,8,0,0,1,31149,124,207,0
859,1,23,1,36,0,1,1,31668,152,31,0
860,1,62,1,8,0,0,1,30883,26,173,0
862,1,29,1,41,0,1,1,2630,152,203,0
863,1,44,1,50,0,0,1,35668,65,40,0
864,1,55,1,46,0,0,1,31997,152,202,0
865,0,49,1,41,0,0,1,2630,26,65,0
866,1,60,1,28,0,0,0,46684,26,280,0
867,1,21,1,46,1,1,0,35733,160,93,0
868,1,31,1,28,1,1,0,24002,152,261,0
869,0,42,1,3,0,0,1,43811,154,243,0
870,0,37,1,28,1,0,0,48427,124,176,0
871,0,40,1,30,1,0,0,30719,152,261,0
872,1,29,1,50,0,1,1,32200,124,79,0
873,1,34,1,41,1,0,1,36264,26,241,0
874,0,65,1,30,1,0,1,2630,157,125,0
875,1,73,1,48,0,0,1,2630,15,94,0
876,0,22,1,32,1,1,0,35727,152,116,0
877,1,50,1,28,1,0,0,45072,26,65,0
878,1,30,1,28,1,0,1,2630,157,127,0
879,0,52,1,11,0,0,1,2630,156,195,0
880,1,63,1,28,1,0,1,65387,26,146,0
881,0,47,1,28,1,0,0,32752,26,105,0
884,1,83,1,41,1,0,0,40935,124,166,0
885,1,72,1,28,0,0,0,60923,124,179,0
886,0,25,1,34,0,1,1,2630,152,46,0
887,1,57,1,28,0,0,1,39067,26,134,0
888,1,54,1,28,0,0,1,36574,26,66,0
889,1,24,1,41,1,1,0,33243,152,33,0
890,0,25,1,22,1,1,0,29364,152,88,0
891,0,77,1,3,0,0,1,40743,26,65,0
892,0,24,1,8,1,1,0,33324,152,83,0
893,1,45,1,3,1,0,1,31641,124,183,0
894,1,26,1,14,1,1,0,2630,152,137,0
897,0,28,1,18,1,1,0,38784,152,264,0
898,1,41,1,45,0,0,1,26978,25,213,0
899,1,24,1,28,0,0,1,50974,124,266,0
900,1,24,1,6,1,1,1,29526,152,32,0
901,0,28,1,2,1,1,0,30514,152,65,0
902,1,24,1,36,0,1,0,30983,152,67,0
903,1,49,1,45,0,0,1,27937,124,132,0
904,0,51,1,50,0,1,1,45869,122,100,0
905,0,69,1,28,0,0,0,46732,13,259,0
906,0,22,1,36,1,1,1,2630,160,106,0
907,1,44,1,28,0,0,1,35482,26,59,0
908,1,35,1,27,0,0,1,22791,156,36,0
909,1,30,1,38,1,0,0,25412,124,175,0
910,0,36,1,33,0,0,1,2630,160,180,0
911,0,21,1,28,0,1,1,32733,152,145,0
913,1,22,1,46,1,1,0,21470,152,182,0
914,0,25,1,35,1,1,0,31745,152,242,0
915,1,49,1,7,0,0,0,36497,4,252,0
916,0,31,1,29,1,1,0,25259,152,42,0
917,1,24,1,15,0,1,1,27709,152,64,0
918,0,47,1,8,0,0,1,32305,26,80,0
920,1,42,1,8,1,0,0,28725,26,284,0
921,0,70,1,6,1,0,0,25776,124,105,0
922,1,59,1,26,1,0,0,47831,22,274,0
923,1,24,1,8,1,1,0,29817,152,88,0
924,1,25,1,15,1,1,0,30587,152,49,0
926,1,22,1,28,1,1,0,33860,152,247,0
927,0,26,1,14,1,1,0,42792,152,86,0
928,0,81,1,28,1,0,0,38673,26,36,0
929,0,64,1,28,0,0,1,54624,26,17,0
930,0,31,1,12,0,0,1,2630,26,186,0
933,1,25,1,28,1,1,0,54611,152,231,0
934,0,22,1,41,1,1,0,21700,152,124,0
935,0,42,1,15,0,0,1,27103,124,175,0
936,0,23,1,36,1,1,0,34976,152,100,0
937,0,66,1,28,0,0,1,35154,122,160,0
938,1,64,1,25,0,2,1,25272,26,91,0
939,0,43,1,16,1,0,0,34518,152,219,0
940,1,25,1,2,0,1,0,27134,152,65,0
941,1,50,1,28,0,0,1,26968,122,17,0
942,1,35,1,8,1,0,0,37449,124,70,0
943,0,42,1,28,0,0,1,43878,26,59,0
944,0,25,1,36,0,1,1,29430,152,271,0
945,0,22,1,7,0,1,1,49396,160,133,0
946,0,42,1,28,1,0,0,23211,26,113,0
947,1,22,1,15,1,1,0,38356,152,258,0
948,0,22,1,37,0,1,1,30266,160,88,0
949,1,20,1,36,0,1,1,41945,160,50,0
951,0,22,1,45,1,1,0,21280,152,45,0
952,0,22,1,26,1,1,0,33459,152,153,0
953,1,45,1,46,0,0,1,13895,124,113,0
954,0,23,1,28,0,1,1,65093,152,240,0
955,1,57,1,39,0,0,1,2630,124,49,0
956,1,20,1,11,1,1,0,29587,160,187,0
958,0,28,1,30,0,1,1,30354,26,232,0
959,1,36,1,29,0,2,1,28075,156,230,0
960,0,21,1,45,0,1,1,27546,160,279,0
961,0,20,1,30,1,1,0,35192,160,25,0
962,1,23,1,41,1,1,0,32978,152,112,0
963,0,22,1,46,1,1,0,59086,152,238,0
964,1,33,1,15,1,1,0,35268,152,268,0
965,1,35,1,46,0,0,1,23146,124,268,0
966,0,25,1,8,1,1,0,36341,152,65,0
967,0,27,1,8,0,1,0,42963,152,175,0
968,1,47,1,3,0,0,1,24495,7,284,0
969,0,25,1,12,1,1,0,23262,152,69,0
970,1,33,1,36,0,0,1,26910,124,31,0
973,1,32,1,8,1,1,0,30505,152,181,0
974,1,40,1,8,0,0,0,49097,26,208,0
975,1,57,1,46,0,0,1,2630,11,269,0
976,0,23,1,46,0,1,1,47385,152,277,0
977,1,33,1,10,1,1,0,21928,152,58,0
978,0,67,1,28,0,0,1,2630,42,138,0
980,1,48,1,27,0,0,1,32645,152,182,0
983,1,24,1,17,1,1,0,29625,83,286,0
984,0,23,1,47,0,1,0,29431,151,257,0
986,0,25,1,46,1,1,0,20804,152,204,0
987,0,23,1,16,1,1,0,2630,26,145,0
988,1,23,1,47,1,1,0,31231,152,175,0
990,0,51,1,28,1,0,0,37768,25,69,0
991,0,43,1,3,0,0,1,30437,26,208,0
992,1,66,1,3,1,0,0,2630,26,240,0
993,0,25,1,3,1,1,0,22102,152,163,0
994,0,27,1,10,1,1,0,30517,152,125,0
995,0,58,1,28,0,0,1,42064,26,163,0
996,0,25,1,35,1,1,0,41195,152,148,0
997,1,31,1,28,1,1,0,38881,152,120,0
1000,0,21,1,46,1,1,0,29298,160,37,0
1001,1,49,1,18,0,0,1,47406,26,212,0
1002,0,26,1,28,1,1,0,43080,152,76,0
1003,0,26,1,28,1,1,0,51451,152,30,0
1004,0,25,1,41,1,1,0,23420,152,90,0
1005,1,49,1,5,0,0,1,36205,26,281,0
1006,0,23,1,41,0,1,1,46543,152,36,0
1007,1,54,1,48,0,0,1,2630,124,254,0
1009,0,54,1,28,0,2,1,49985,157,295,0
1010,0,42,1,33,1,0,0,31856,152,186,0
1011,1,53,1,28,0,0,1,48625,124,13,0
1012,0,24,1,8,1,1,0,44095,152,63,0
1014,0,67,1,28,1,0,1,37809,124,294,0
1015,1,27,1,50,1,1,0,21844,152,17,0
1016,1,49,1,3,0,0,1,40065,26,267,0
1017,0,24,1,11,1,1,0,21837,152,95,0
1018,1,32,1,41,1,1,0,26466,152,25,0
1019,0,39,1,8,0,0,1,2630,19,102,0
1021,0,34,1,28,1,0,0,36282,155,190,0
1022,0,61,1,28,0,0,1,54320,26,20,0
1023,1,45,1,50,1,0,1,26717,30,221,0
1024,0,71,1,28,1,0,0,40980,122,255,0
1025,0,22,1,28,0,0,1,2630,124,117,0
1026,0,25,1,33,1,1,0,33951,152,206,0
1027,1,45,1,46,0,0,1,25738,124,155,0
1028,1,30,1,3,0,1,1,22419,152,90,0
1029,0,27,1,15,1,1,0,31022,152,39,0
1030,0,62,1,28,0,0,1,37684,13,73,0
1031,1,47,1,28,0,0,1,45821,124,44,0
1032,1,38,1,28,0,2,1,43607,124,62,0
1033,1,53,1,28,0,2,1,68850,154,39,0
1034,0,22,1,28,1,1,0,29540,152,122,0
1036,1,21,1,37,1,1,1,29537,160,243,0
1037,0,21,1,41,0,0,1,27381,124,292,0
1038,0,28,1,28,1,1,0,45896,152,215,0
1039,1,41,1,50,0,0,1,37067,152,124,0
1040,0,22,1,8,0,1,1,33829,152,168,0
1041,1,41,1,15,0,0,1,2630,157,232,0
1042,1,38,1,22,0,0,1,54790,124,164,0
1043,0,26,1,21,1,1,0,29505,152,28,0
1045,0,65,1,28,1,0,0,48784,26,288,0
1046,1,39,1,30,1,0,0,28982,124,89,0
1047,1,27,1,45,1,1,1,24301,152,102,0
1049,1,47,1,28,1,0,0,35116,61,38,0
1050,1,65,1,41,0,0,1,41305,26,230,0
1051,1,24,1,7,1,1,0,36284,152,99,0
1052,0,48,1,18,0,0,1,33361,124,289,0
1053,0,53,1,28,1,0,0,31164,13,202,0
1055,0,42,1,35,1,0,0,2630,152,57,0
1056,0,23,1,18,1,1,0,26583,152,54,0
1057,0,31,1,28,0,1,1,38865,26,157,0
1058,1,50,1,47,0,0,1,39197,124,295,0
1059,1,40,1,20,1,0,0,2630,124,165,0
1060,1,30,1,41,0,1,1,42814,152,144,0
1061,1,21,1,30,1,1,0,31543,152,192,0
1062,1,71,0,3,0,0,0,25323,26,179,0
1063,0,24,1,25,1,1,0,42342,152,147,0
1064,1,72,1,9,0,0,0,25026,26,187,0
1065,0,24,1,50,1,1,0,22267,152,231,0
1066,1,46,1,7,0,0,1,42101,152,164,0
1067,1,65,1,8,1,0,0,2630,26,118,0
1068,1,54,1,7,1,0,0,37697,124,138,0
1069,0,21,1,28,0,1,1,60733,124,292,0
1070,1,59,1,3,0,0,0,2630,26,87,0
1072,0,22,1,8,0,1,0,44879,160,247,0
1073,1,44,1,28,0,0,1,31494,124,204,0
1074,1,50,1,48,1,0,0,2630,26,114,0
1075,0,21,1,28,1,1,0,37386,152,275,0
1076,0,34,1,8,0,0,1,2630,124,57,0
1077,0,69,1,28,0,2,1,42340,26,40,0
1078,0,21,1,30,0,1,1,25024,160,20,0
1079,1,25,1,28,0,0,0,32174,26,239,0
1081,1,23,1,50,1,1,0,45359,152,141,0
1083,1,43,1,28,0,0,1,29751,124,269,0
1084,0,31,1,5,1,1,0,35655,152,103,0
1085,0,47,1,12,0,0,1,27971,154,276,0
1086,1,25,1,10,1,1,0,22069,152,93,0
1087,0,27,1,12,1,1,0,28210,152,33,0
1088,0,33,1,33,1,1,0,28238,152,231,0
1089,0,68,1,47,1,0,0,36077,16,130,0
1090,0,41,1,35,0,0,0,23041,124,176,0
1091,1,62,1,8,0,0,1,28505,7,123,0
1092,0,22,1,41,1,1,0,36997,152,25,0
1093,0,32,1,46,1,0,0,19107,124,220,0
1094,1,43,1,31,0,0,1,2630,124,114,0
1095,0,24,1,50,1,1,0,26717,152,296,0
1096,1,77,1,7,0,0,1,36581,124,191,0
1097,1,61,1,49,1,0,0,23580,26,290,0
1098,1,43,1,28,0,0,1,52520,124,63,0
1099,0,45,1,28,0,0,1,40525,26,174,0
1100,1,27,1,35,1,1,0,30996,152,226,0
1101,0,42,1,21,0,0,0,30377,152,252,0
1102,0,61,1,11,0,0,1,28484,120,23,0
1103,0,27,1,28,1,1,0,27632,152,218,0
1104,1,23,1,46,1,1,0,31870,151,254,0
1106,0,33,1,28,1,0,0,32211,124,242,0
1107,0,77,1,28,0,0,1,47544,26,45,0
1108,1,33,1,41,1,1,0,32985,152,40,0
1109,0,25,1,25,1,1,0,28122,152,171,0
1110,1,56,1,28,1,0,0,2630,26,242,0
1111,1,26,1,30,1,1,0,18212,152,26,0
1112,1,24,1,36,1,1,0,34727,152,75,0
1113,1,21,1,8,0,1,1,48914,160,57,0
1114,1,38,1,28,0,0,1,32338,124,259,0
1115,1,22,1,8,0,1,1,2630,160,211,0
1116,1,50,1,8,1,0,0,39267,26,174,0
1117,0,61,1,28,1,0,0,2630,26,226,0
1118,0,23,1,27,0,1,1,38228,160,198,0
1119,1,23,1,28,0,1,1,66952,26,167,0
1120,1,32,1,41,1,1,0,40287,152,248,0
1121,1,26,1,36,1,1,0,2630,152,138,0
1122,0,26,1,51,1,1,0,2630,160,245,0
1123,0,24,1,32,0,1,1,33896,152,295,0
1124,1,70,1,8,0,0,1,29174,26,222,0
1125,0,26,1,6,1,1,0,19814,152,81,0
1128,0,27,1,8,1,1,0,35169,152,203,0
1129,0,23,1,8,1,1,0,40813,152,276,0
1130,0,64,1,28,0,0,1,2630,156,155,0
1131,1,48,1,28,0,0,1,21877,124,109,0
1132,0,41,1,8,0,0,0,42356,124,115,0
1133,1,52,1,50,1,0,0,37981,8,272,0
1135,0,61,1,8,0,0,1,2630,26,283,0
1136,1,22,1,8,1,1,0,25266,26,188,0
1137,1,68,1,11,0,0,1,33639,124,180,0
1138,0,23,1,6,1,1,0,13636,152,163,0
1139,0,38,1,24,1,0,0,20761,152,92,0
1140,0,27,1,29,1,1,0,30006,152,110,0
1141,0,43,1,28,1,0,0,139130,122,28,0
1142,0,36,1,8,0,0,1,57831,26,221,0
1143,1,23,1,11,1,1,0,31897,152,138,0
1145,1,43,1,28,0,0,1,22441,26,83,0
1146,1,42,1,28,0,0,1,25231,13,246,0
1147,1,23,1,39,0,1,0,2630,152,293,0
1148,0,40,1,7,1,0,0,2630,124,184,0
1149,1,55,1,41,0,0,1,22757,136,77,0
1150,1,45,1,28,1,0,0,2630,156,55,0
1151,0,48,1,28,1,0,0,43755,26,295,0
1152,0,37,1,47,0,0,0,41035,124,212,0
1153,1,54,1,28,0,2,1,37248,124,262,0
1155,0,46,1,28,0,0,1,42666,26,259,0
1156,0,21,1,17,0,1,1,42852,152,200,0
1157,1,45,1,7,0,0,0,2630,26,97,0
1158,0,68,1,24,0,0,1,33437,124,22,0
1160,1,22,1,12,1,1,0,30902,152,159,0
1161,1,24,1,36,0,1,0,29653,152,159,0
1162,0,21,1,12,0,1,1,2630,152,149,0
1163,1,50,1,28,0,0,1,40768,124,94,0
1164,1,28,1,27,1,1,0,25757,152,129,0
1165,1,40,1,28,1,0,0,58145,124,172,0
1167,1,24,1,34,0,1,0,29619,151,100,0
1169,0,58,1,28,0,0,1,40773,26,166,0
1170,0,21,1,46,1,1,0,48452,160,111,0
1171,1,45,1,20,0,0,1,2630,124,123,0
1172,1,42,1,28,0,2,1,36553,26,259,0
1173,1,68,1,2,1,0,0,34796,26,170,0
1174,0,27,1,41,1,1,0,41109,152,34,0
1175,1,24,1,13,0,1,0,23564,152,45,0
1176,1,36,1,28,0,0,1,60320,124,21,0
1177,1,59,1,26,0,2,1,38063,22,283,0
1178,0,21,1,30,1,1,0,27662,152,16,0
1179,0,66,1,46,1,0,0,33671,124,177,0
1180,1,75,1,28,1,0,0,31290,124,157,0
1182,0,24,1,30,1,1,0,33522,152,188,0
1183,0,53,1,8,0,0,1,51134,152,149,0
1185,0,24,1,15,0,1,1,47809,152,24,0
1186,1,27,1,8,0,1,1,33975,152,298,0
1187,1,59,1,28,1,0,0,36629,120,263,0
1188,1,28,1,11,1,1,0,2630,160,156,0
1190,1,42,1,36,0,0,1,51383,26,126,0
1191,0,22,1,8,1,1,0,45841,152,48,0
1192,1,21,1,37,0,1,1,29314,160,210,0
1193,1,39,1,19,1,0,0,26368,124,207,0
1194,1,56,1,8,0,0,1,35429,124,259,0
1195,1,46,1,28,0,0,1,47144,26,84,0
1196,0,23,1,32,1,1,0,33613,151,219,0
1198,0,26,1,37,0,1,1,31602,152,280,0
1199,0,22,1,37,0,1,1,32373,160,219,0
1200,1,41,1,28,0,0,1,98002,52,44,0
1201,1,23,1,8,1,1,0,51281,152,148,0
1202,0,59,1,28,0,0,1,37871,26,127,0
1203,1,26,1,8,1,1,0,51556,152,295,0
1204,0,25,1,8,1,1,0,41939,152,167,0
1205,1,23,1,50,1,1,0,28016,152,131,0
1206,0,26,1,17,1,1,0,20416,152,143,0
1207,1,29,1,41,1,1,0,29620,152,145,0
1208,0,21,1,41,1,1,0,27094,152,299,0
1209,1,21,1,28,1,1,0,63440,152,164,0
1210,0,26,1,21,1,1,0,33002,152,20,0
1211,1,42,1,28,1,0,0,34454,154,179,0
1212,1,49,1,28,1,0,1,2630,26,150,0
1214,1,65,1,28,1,0,1,67117,26,182,0
1215,0,27,1,3,1,1,0,2630,152,83,0
1216,1,50,1,17,0,0,1,37489,26,36,0
1217,0,21,1,4,0,1,1,2630,160,208,0
1218,1,40,1,41,1,0,0,2630,26,233,0
1219,1,59,1,46,0,0,0,29034,26,283,0
1220,1,51,1,15,0,0,1,32420,154,281,0
1221,0,22,1,15,1,1,1,42142,152,182,0
1222,1,23,1,50,0,1,0,39583,151,128,0
1223,0,24,1,15,1,1,0,28883,152,249,0
1226,0,20,1,2,0,1,1,30476,124,281,0
1227,0,25,1,37,0,1,0,27220,152,203,0
1228,1,49,1,28,1,0,0,33238,26,288,0
1229,1,47,1,35,1,0,0,41798,122,62,0
1230,0,58,1,28,0,0,1,47480,124,137,0
1231,1,27,1,15,1,1,0,2630,152,181,0
1232,0,23,1,6,1,1,0,30404,152,145,0
1233,0,20,1,47,0,1,1,46175,160,171,0
1234,1,32,1,17,0,0,1,41966,156,187,0
1236,1,27,1,46,0,1,1,2630,152,211,0
1237,1,61,1,46,0,0,1,24554,156,292,0
1238,1,47,1,8,0,0,1,34444,124,203,0
1240,0,24,1,36,1,1,0,32851,152,144,0
1241,0,20,1,15,0,1,1,34907,122,67,0
1242,0,57,1,40,0,0,0,33701,26,257,0
1243,1,26,1,28,1,1,0,39914,152,278,0
1244,1,26,1,28,1,1,1,2630,160,186,0
1245,0,78,1,28,1,0,0,45112,152,236,0
1246,0,56,1,28,0,0,1,2630,26,97,0
1247,0,25,1,8,0,1,1,38777,152,217,0
1248,1,28,1,46,0,1,0,22877,152,240,0
1249,1,35,1,28,0,0,1,35728,124,275,0
1250,1,32,1,6,1,1,0,22707,152,200,0
1251,0,45,1,6,1,0,0,31331,26,189,0
1252,1,36,1,28,0,0,1,50127,55,64,0
1253,1,22,1,2,0,1,1,30074,152,151,0
1254,1,40,1,28,0,0,1,30258,124,76,0
